
0,heatmap1039,0.0,6:0
0,heatmap1074,0.0,6:0
0,heatmap1109,0.0,6:0
0,heatmap579,0.0,6:0
0,heatmap614,0.0,6:0
0,heatmap615,0.0,6:0
0,heatmap1073,0.0,6:0
0,heatmap1108,0.0,6:0
0,heatmap216,0.0,6:0
0,heatmap251,0.0,6:0
0,heatmap252,0.0,6:0
0,heatmap287,0.0,6:0
0,heatmap288,0.0,6:0
0,heatmap891,0.0,6:0
0,heatmap892,0.0,6:0
0,heatmap893,0.0,6:0
0,heatmap890,0.0,6:0
0,heatmap925,0.0,6:0
0,heatmap889,0.0,6:0
0,heatmap1067,0.0,6:0
0,heatmap1102,0.0,6:0
0,heatmap1137,0.0,6:0
0,heatmap1172,0.0,6:0
0,heatmap32,0.0,6:0
0,heatmap66,0.0,6:0
0,heatmap67,0.0,6:0
0,heatmap100,0.0,6:0
0,heatmap101,0.0,6:0
0,heatmap135,0.0,6:0
0,heatmap169,0.0,6:0
0,heatmap170,0.0,6:0
0,heatmap203,0.0,6:0
0,heatmap204,0.0,6:0
0,heatmap237,0.0,6:0
0,heatmap238,0.0,6:0
0,heatmap272,0.0,6:0
0,heatmap1110,0.0,6:0
0,heatmap1138,0.0,6:0
0,heatmap1139,0.0,6:0
0,heatmap536,0.0,6:0
0,heatmap537,0.0,6:0
0,heatmap572,0.0,6:0
0,heatmap573,0.0,6:0
0,heatmap608,0.0,6:0
0,heatmap609,0.0,6:0
0,heatmap724,0.0,6:0
0,heatmap676,0.0,6:0
0,heatmap677,0.0,6:0
0,heatmap678,0.0,6:0
0,heatmap708,0.0,6:0
0,heatmap709,0.0,6:0
0,heatmap710,0.0,6:0
0,heatmap711,0.0,6:0
0,heatmap741,0.0,6:0
0,heatmap742,0.0,6:0
0,heatmap743,0.0,6:0
0,heatmap773,0.0,6:0
0,heatmap774,0.0,6:0
0,heatmap775,0.0,6:0
0,heatmap776,0.0,6:0
0,heatmap806,0.0,6:0
0,heatmap807,0.0,6:0
0,heatmap808,0.0,6:0
0,heatmap285,0.0,6:0
0,heatmap286,0.0,6:0
0,heatmap873,0.0,6:0
0,heatmap874,0.0,6:0
0,heatmap907,0.0,6:0
0,heatmap908,0.0,6:0
0,heatmap941,0.0,6:0
0,heatmap942,0.0,6:0
0,heatmap976,0.0,6:0
0,heatmap1011,0.0,6:0
0,heatmap52,0.0,6:0
0,heatmap53,0.0,6:0
0,heatmap87,0.0,6:0
0,heatmap121,0.0,6:0
0,heatmap122,0.0,6:0
