0,31,397,0,0,0
288,1,358,0,39,0
576,2,319,0,78,0
864,3,279,0,118,0
1152,4,239,0,158,0
1440,5,198,0,199,0
1728,6,159,0,238,0
2016,7,119,0,278,0
2304,8,79,0,318,0
2592,9,43,0,354,0
2880,10,42,0,355,0
3168,11,42,0,355,0
3456,12,42,0,355,0
3744,13,42,0,355,0
4032,14,42,0,355,0
4320,15,42,0,355,0
4608,16,41,0,356,0
4896,17,41,0,356,0
5184,18,41,0,356,0
5472,19,41,0,356,0
5760,20,41,0,356,0
6048,21,41,0,356,0
6336,22,41,0,356,0
6624,23,41,0,356,0
6912,24,41,0,356,0
7200,25,41,0,356,0
7488,26,40,0,357,0
7776,27,38,0,359,0
8064,28,38,0,359,0
8352,29,38,0,359,0
8640,30,37,0,360,0
8928,31,37,0,360,0
9216,1,36,0,361,0
9504,2,36,0,361,0
9792,3,36,0,361,0
10080,4,36,0,361,0
10368,5,36,0,361,0
10656,6,36,0,361,0
10944,7,36,0,361,0
11232,8,35,0,362,0
11520,9,34,0,363,0
11808,10,34,0,363,0
12096,11,34,0,363,0
12384,12,34,0,363,0
12672,13,34,0,363,0
12960,14,34,0,363,0
13248,15,34,0,363,0
13536,16,34,0,363,0
13824,17,34,0,363,0
14112,18,34,0,363,0
14400,19,34,0,363,0
14688,20,34,0,363,0
14976,21,34,0,363,0
15264,22,34,0,363,0
15552,23,34,0,363,0
15840,24,34,0,363,0
16128,25,34,0,363,0
16416,26,34,0,363,0
16704,27,34,0,363,0
16992,28,33,0,364,0
17280,1,32,0,365,0
17568,2,31,0,366,0
17856,3,31,0,366,0
18144,4,31,0,366,0
18432,5,31,0,366,0
18720,6,31,0,366,0
19008,7,31,0,366,0
19296,8,28,0,369,0
19584,9,28,0,369,0
19872,10,28,0,369,0
20160,11,27,0,370,0
20448,12,27,0,370,0
20736,13,26,0,371,0
21024,14,26,0,371,0
21312,15,26,0,371,0
21600,16,26,0,371,0
21888,17,26,0,371,0
22176,18,26,0,371,0
22464,19,25,0,372,0
22752,20,25,0,372,0
23040,21,25,0,372,0
23328,22,25,0,372,0
23616,23,24,0,373,0
23904,24,24,0,373,0
24192,25,23,0,374,0
24480,26,23,0,374,0
24768,27,22,0,375,0
25056,28,22,0,375,0
25344,29,22,0,375,0
25632,30,22,0,375,0
25920,31,22,0,375,0
26208,1,21,0,376,0
26496,2,21,0,376,0
26784,3,20,0,377,0
27072,4,20,0,377,0
27360,5,20,0,377,0
27648,6,19,0,378,0
27936,7,18,0,379,0
