48,heatmap1039,0.5586467615725984,6:48
48,heatmap1074,0.45000000000000007,6:48
48,heatmap1109,0.732281293155288,6:48
48,heatmap579,0.0,6:48
48,heatmap614,0.5498143262821336,6:48
48,heatmap615,0.6526058857729861,6:48
48,heatmap1073,0.5928309890312485,6:48
48,heatmap1108,0.6006225417536106,6:48
48,heatmap216,0.7234047982455557,6:48
48,heatmap251,0.0,6:48
48,heatmap252,0.0,6:48
48,heatmap287,0.6159543270478028,6:48
48,heatmap288,0.6856482940116494,6:48
48,heatmap891,0.5561613382488004,6:48
48,heatmap892,0.43251658643813984,6:48
48,heatmap893,0.4257316447498428,6:48
48,heatmap890,0.45491374150518826,6:48
48,heatmap925,0.0,6:48
48,heatmap889,0.5191761107733016,6:48
48,heatmap1067,0.44982195842130857,6:48
48,heatmap1102,0.0,6:48
48,heatmap1137,0.0,6:48
48,heatmap1172,0.0,6:48
48,heatmap32,0.0,6:48
48,heatmap66,0.0,6:48
48,heatmap67,0.0,6:48
48,heatmap100,0.0,6:48
48,heatmap101,0.0,6:48
48,heatmap135,0.0,6:48
48,heatmap169,0.0,6:48
48,heatmap170,0.0,6:48
48,heatmap203,0.0,6:48
48,heatmap204,0.0,6:48
48,heatmap237,0.0,6:48
48,heatmap238,0.0,6:48
48,heatmap272,0.0,6:48
48,heatmap1110,0.0,6:48
48,heatmap1138,0.0,6:48
48,heatmap1139,0.3726787428086751,6:48
48,heatmap536,0.5188113224221071,6:48
48,heatmap537,0.6117717313648847,6:48
48,heatmap572,0.6466119012059811,6:48
48,heatmap573,0.6842659243253086,6:48
48,heatmap608,0.5699371393492645,6:48
48,heatmap609,0.3645549060089808,6:48
48,heatmap724,0.0,6:48
48,heatmap676,0.0,6:48
48,heatmap677,0.0,6:48
48,heatmap678,0.0,6:48
48,heatmap708,0.0,6:48
48,heatmap709,0.0,6:48
48,heatmap710,0.0,6:48
48,heatmap711,0.0,6:48
48,heatmap741,0.0,6:48
48,heatmap742,0.0,6:48
48,heatmap743,0.0,6:48
48,heatmap773,0.0,6:48
48,heatmap774,0.0,6:48
