ENT,MUN,LOC50K,ID_VIV,COBERTURA,ESTRATO,UPM,FACTOR,CLAVIVP,ID_MII,MPER,MCONRES,MSEXO,MEDAD,MFECEMIM,MFECEMIA,MCAUSAEMIG_V,MLUGORI_C,MPAIDES_C,MPAIRES,MFECRETM,MFECRETA,MCAUSARETO_V,MCONRESACT,MPERLS,TAMLOC
14,038,0000,140380000354,1,14-038-0000-03,00051,1,01,14038000035401,01,1,1,56,12,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000354,1,14-038-0000-03,00051,1,01,14038000035402,03,1,3,21,12,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000354,1,14-038-0000-03,00051,1,01,14038000035403,02,1,3,43,12,2019,0301,014,221,1,,,,,,1
14,038,0000,140380000425,1,14-038-0000-03,00060,1,01,14038000042501,01,1,1,26,03,2020,0401,014,221,1,,,,,,1
14,038,0000,140380000440,1,14-038-0000-03,00061,1,01,14038000044001,01,1,3,49,08,2015,0301,014,221,9,,,,,,1
14,038,0000,140380000451,1,14-038-0000-03,00061,1,01,14038000045101,01,1,1,34,10,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000483,1,14-038-0000-03,00064,1,01,14038000048301,01,1,3,21,05,2019,0401,014,221,1,,,,,,1
14,038,0000,140380000500,1,14-038-0000-03,00067,1,01,14038000050001,01,1,3,11,09,2018,0301,014,221,1,,,,,,1
14,038,0000,140380000535,1,14-038-0000-03,00074,1,01,14038000053501,01,1,3,21,08,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000561,1,14-038-0000-03,00078,1,01,14038000056101,01,1,1,18,07,2015,0501,014,221,1,,,,,,1
14,038,0000,140380000561,1,14-038-0000-03,00078,1,01,14038000056102,03,1,1,19,07,2018,0501,014,221,1,,,,,,1
14,038,0000,140380000561,1,14-038-0000-03,00078,1,01,14038000056103,02,1,3,19,07,2017,0501,014,221,1,,,,,,1
14,038,0000,140380000577,1,14-038-0000-03,00083,1,01,14038000057701,01,1,1,25,05,2018,0401,014,221,1,,,,,,1
14,038,0000,140380000591,1,14-038-0000-03,00085,1,01,14038000059101,01,1,1,48,01,2020,0401,014,221,1,,,,,,1
14,038,0000,140380000596,1,14-038-0000-03,00086,1,01,14038000059601,01,1,1,23,12,2016,0101,014,221,1,,,,,,1
14,038,0000,140380000639,1,14-038-0000-03,00101,1,02,14038000063901,01,1,1,23,04,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000682,1,14-038-0000-03,00101,1,01,14038000068201,01,1,1,23,06,2018,0101,014,221,1,,,,,,1
14,038,0000,140380000682,1,14-038-0000-03,00101,1,01,14038000068202,02,1,1,21,12,2019,0101,014,221,1,,,,,,1
14,038,0000,140380000728,1,14-038-0000-03,00104,1,01,14038000072801,01,1,1,15,10,2018,0501,014,221,1,,,,,,1
14,038,0000,140380000765,1,14-038-0000-03,00108,1,01,14038000076501,01,1,1,50,10,2015,0301,014,221,3,01,2020,0305,1,03,1
14,038,0000,140380000771,1,14-038-0000-03,00109,1,01,14038000077101,01,1,1,17,08,2017,0101,014,221,3,01,2020,0301,1,03,1
14,038,0000,140380000815,1,14-038-0000-03,00114,1,01,14038000081501,01,1,1,28,03,2016,0101,014,221,1,,,,,,1
14,038,0000,140380000884,1,14-038-0000-03,00116,1,01,14038000088401,01,1,3,21,01,2017,0401,014,221,1,,,,,,1
14,038,0000,140380000884,1,14-038-0000-03,00116,1,01,14038000088402,02,1,3,20,01,2018,0401,014,221,1,,,,,,1
14,038,0000,140380000885,1,14-038-0000-03,00116,1,01,14038000088501,01,1,3,15,08,2015,0501,014,221,1,,,,,,1
14,038,0000,140380000885,1,14-038-0000-03,00116,1,01,14038000088502,02,1,1,17,08,2015,0101,014,221,1,,,,,,1
14,038,0000,140380000896,1,14-038-0000-03,00116,1,01,14038000089601,01,1,3,26,09,2017,0401,014,221,1,,,,,,1
14,038,0000,140380000906,1,14-038-0000-03,00117,1,01,14038000090601,01,1,3,16,10,2016,0401,014,221,1,,,,,,1
14,038,0000,140380000906,1,14-038-0000-03,00117,1,01,14038000090602,02,1,1,15,10,2016,0101,014,221,1,,,,,,1
14,038,0000,140380000906,1,14-038-0000-03,00117,1,01,14038000090603,03,1,1,16,10,2016,0101,014,221,1,,,,,,1
14,038,0000,140380000906,1,14-038-0000-03,00117,1,01,14038000090604,04,1,1,15,10,2016,0101,014,221,1,,,,,,1
14,038,0000,140380000906,1,14-038-0000-03,00117,1,01,14038000090605,05,1,3,8,10,2016,0301,014,221,1,,,,,,1
14,038,0000,140380000991,1,14-038-0000-03,00120,1,01,14038000099101,01,1,3,49,04,2019,0301,014,221,3,09,2019,0301,1,01,1
14,038,0000,140380001005,1,14-038-0000-03,00120,1,01,14038000100501,01,1,1,71,07,2015,0301,014,221,3,11,2016,0301,1,01,1
14,038,0000,140380001005,1,14-038-0000-03,00120,1,01,14038000100502,02,1,3,72,07,2015,0301,014,221,3,11,2016,0301,1,02,1
14,038,0000,140380001074,1,14-038-0000-03,00123,1,01,14038000107401,01,1,1,20,03,2019,0101,999,999,9,,,,,,1
14,038,0000,140380001136,1,14-038-0000-03,00132,1,01,14038000113601,01,1,3,21,07,2016,0101,014,221,1,,,,,,1
14,038,0000,140380001148,1,14-038-0000-03,00134,1,01,14038000114801,01,1,1,37,07,2015,0101,014,221,3,12,2017,0301,1,01,1
14,038,0000,140380001231,1,14-038-0000-03,00138,1,01,14038000123101,01,1,1,25,09,2016,0102,999,221,1,,,,,,1
14,038,0000,140380001249,1,14-038-0000-03,00150,1,01,14038000124901,01,1,1,999,99,9999,9999,999,999,9,,,,,,1
14,039,0001,140390000116,2,14-039-0001-00,00005,73,01,14039000011601,01,1,3,29,03,2015,0401,014,221,1,,,,,,5
14,039,0001,140390000125,2,14-039-0001-00,00005,73,03,14039000012501,01,1,1,42,03,2018,0101,014,221,1,,,,,,5
14,039,0001,140390000164,2,14-039-0001-00,00006,69,01,14039000016401,01,1,3,50,11,2018,0102,014,213,2,,,,,,5
14,039,0001,140390000206,2,14-039-0001-00,00007,70,01,14039000020601,01,1,1,59,01,2017,0101,014,221,1,,,,,,5
14,039,0001,140390000286,2,14-039-0001-00,00010,69,01,14039000028601,02,1,3,29,02,2017,0501,014,204,3,07,2019,0502,1,02,5
14,039,0001,140390000469,2,14-039-0001-00,00014,71,01,14039000046901,01,1,1,55,06,2017,0101,014,221,1,,,,,,5
14,039,0001,140390000645,2,14-039-0001-00,00017,77,01,14039000064501,01,1,1,15,01,2017,0501,014,402,3,08,2017,0301,1,03,5
14,039,0001,140390000645,2,14-039-0001-00,00017,77,01,14039000064502,02,1,1,14,12,2019,0501,014,402,3,03,2020,0301,1,04,5
14,039,0001,140390000688,2,14-039-0001-00,00020,80,01,14039000068801,01,1,3,25,11,2018,0501,014,221,1,,,,,,5
14,039,0001,140390000727,2,14-039-0001-00,00021,73,01,14039000072701,01,1,1,29,09,2016,0501,014,415,3,09,2017,0401,1,99,5
14,039,0001,140390000727,2,14-039-0001-00,00021,73,01,14039000072702,02,1,3,27,09,2016,0501,014,415,3,09,2017,0501,1,02,5
14,039,0001,140390000739,2,14-039-0001-00,00022,72,01,14039000073901,01,1,3,28,11,2018,0301,014,221,3,06,2019,0103,3,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080301,01,1,1,21,12,2019,0301,014,237,2,,,,,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080302,02,1,1,20,12,2019,0301,014,237,2,,,,,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080303,04,1,3,22,12,2018,0301,014,237,2,,,,,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080304,05,1,3,22,06,2018,0301,014,237,2,,,,,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080305,06,1,3,22,06,2018,0301,014,237,2,,,,,,5
14,039,0001,140390000803,2,14-039-0001-00,00024,69,01,14039000080306,03,1,1,22,06,2019,0301,014,402,2,,,,,,5
14,039,0001,140390000870,2,14-039-0001-00,00026,75,01,14039000087001,02,1,1,999,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390000872,2,14-039-0001-00,00026,75,01,14039000087201,01,1,1,26,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390000920,2,14-039-0001-00,00027,71,01,14039000092001,01,1,3,37,06,2017,0301,014,408,2,,,,,,5
14,039,0001,140390000923,2,14-039-0001-00,00027,71,01,14039000092301,01,1,3,18,06,2015,0501,014,221,3,07,2018,0501,3,,5
14,039,0001,140390000998,2,14-039-0001-00,00030,68,01,14039000099801,01,1,1,24,05,2016,0101,014,221,9,,,,,,5
14,039,0001,140390001038,2,14-039-0001-00,00030,68,01,14039000103801,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390001083,2,14-039-0001-00,00031,69,01,14039000108301,01,1,1,18,08,2018,0101,014,221,1,,,,,,5
14,039,0001,140390001083,2,14-039-0001-00,00031,69,01,14039000108302,02,1,1,18,99,9999,0501,014,221,1,,,,,,5
14,039,0001,140390001165,2,14-039-0001-00,00035,69,01,14039000116501,01,1,3,16,04,2016,0301,014,221,1,,,,,,5
14,039,0001,140390001172,2,14-039-0001-00,00035,69,01,14039000117201,01,1,1,45,12,2015,0102,014,221,3,07,2019,0301,1,01,5
14,039,0001,140390001180,2,14-039-0001-00,00035,69,02,14039000118001,01,1,3,84,10,2019,0301,014,221,1,,,,,,5
14,039,0001,140390001254,2,14-039-0001-00,00038,73,02,14039000125401,01,1,3,17,06,2016,0301,014,221,3,03,2019,0301,3,,5
14,039,0001,140390001276,2,14-039-0001-00,00039,69,01,14039000127601,01,1,1,28,08,2016,0102,014,221,1,,,,,,5
14,039,0001,140390001334,2,14-039-0001-00,00041,85,01,14039000133401,01,1,1,25,10,2015,0101,014,520,2,,,,,,5
14,039,0001,140390001346,2,14-039-0001-00,00042,74,01,14039000134601,01,1,1,55,06,2019,0101,014,221,3,01,2020,0301,1,01,5
14,039,0001,140390001346,2,14-039-0001-00,00042,74,01,14039000134602,02,1,1,65,02,2020,0101,014,221,1,,,,,,5
14,039,0001,140390001373,2,14-039-0001-00,00043,69,01,14039000137301,01,1,3,22,03,2018,0501,014,402,3,09,2018,0301,1,04,5
14,039,0001,140390001383,2,14-039-0001-00,00043,69,02,14039000138301,01,1,1,26,03,2017,0401,014,408,2,,,,,,5
14,039,0001,140390001383,2,14-039-0001-00,00043,69,02,14039000138302,02,1,3,24,03,2017,0401,014,408,2,,,,,,5
14,039,0001,140390001420,2,14-039-0001-00,00045,68,01,14039000142001,01,1,3,23,03,2015,0401,014,221,1,,,,,,5
14,039,0001,140390001425,2,14-039-0001-00,00046,69,01,14039000142501,01,1,1,82,06,2015,0809,014,221,1,,,,,,5
14,039,0001,140390001476,2,14-039-0001-00,00047,69,01,14039000147601,01,1,3,46,09,2018,0301,014,221,1,,,,,,5
14,039,0001,140390001486,2,14-039-0001-00,00048,69,01,14039000148601,01,1,3,23,03,2015,0401,030,221,1,,,,,,5
14,039,0001,140390001579,2,14-039-0001-00,00049,69,01,14039000157901,01,1,3,18,11,2019,0601,014,221,1,,,,,,5
14,039,0001,140390001587,2,14-039-0001-00,00049,69,01,14039000158701,01,1,3,19,05,2016,0101,014,221,1,,,,,,5
14,039,0001,140390001587,2,14-039-0001-00,00049,69,01,14039000158702,02,1,1,17,05,2016,0101,014,221,1,,,,,,5
14,039,0001,140390001608,2,14-039-0001-00,00051,108,02,14039000160801,01,1,3,24,03,2019,0101,014,221,1,,,,,,5
14,039,0001,140390001625,2,14-039-0001-00,00052,89,04,14039000162501,01,1,3,22,04,2019,0501,014,213,3,10,2019,0809,3,,5
14,039,0001,140390001782,2,14-039-0001-00,00057,70,01,14039000178201,01,1,3,35,03,2015,0409,014,221,1,,,,,,5
14,039,0001,140390001909,2,14-039-0001-00,00061,85,04,14039000190901,01,1,3,32,11,2018,0401,014,221,1,,,,,,5
14,039,0001,140390001963,2,14-039-0001-00,00063,69,01,14039000196301,01,1,3,47,03,2015,9999,014,221,1,,,,,,5
14,039,0001,140390002066,2,14-039-0001-00,00066,70,01,14039000206601,01,1,1,35,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390002127,2,14-039-0001-00,00068,70,01,14039000212701,01,1,1,28,11,2015,0401,014,221,1,,,,,,5
14,039,0001,140390002133,2,14-039-0001-00,00068,70,01,14039000213301,01,1,1,15,07,2015,0101,014,221,2,,,,,,5
14,039,0001,140390002197,2,14-039-0001-00,00069,71,01,14039000219701,01,1,3,32,02,2016,0401,014,221,1,,,,,,5
14,039,0001,140390002197,2,14-039-0001-00,00069,71,01,14039000219702,02,1,3,5,02,2016,0301,014,221,1,,,,,,5
14,039,0001,140390002262,2,14-039-0001-00,00071,69,01,14039000226201,01,1,1,25,08,2016,0101,014,221,3,01,2020,0301,1,03,5
14,039,0001,140390002315,2,14-039-0001-00,00073,69,01,14039000231501,01,1,1,26,03,2019,0101,014,213,2,,,,,,5
14,039,0001,140390002504,2,14-039-0001-00,00080,69,01,14039000250401,01,1,1,55,07,2017,0301,014,999,3,99,9999,0301,3,,5
14,039,0001,140390002506,2,14-039-0001-00,00080,69,01,14039000250601,01,1,3,23,02,2018,0601,014,400,3,11,2019,0809,3,,5
14,039,0001,140390002564,2,14-039-0001-00,00083,69,01,14039000256401,01,1,1,33,08,2019,0101,014,221,3,12,2019,0301,3,,5
14,039,0001,140390002643,2,14-039-0001-00,00086,69,01,14039000264301,01,1,3,30,03,2018,0401,014,221,1,,,,,,5
14,039,0001,140390002752,2,14-039-0001-00,00090,69,01,14039000275201,01,1,1,34,11,2019,0101,014,213,2,,,,,,5
14,039,0001,140390002774,2,14-039-0001-00,00090,69,01,14039000277401,01,1,1,45,09,2018,0402,014,228,2,,,,,,5
14,039,0001,140390002841,2,14-039-0001-00,00092,74,01,14039000284101,01,1,1,18,03,2017,1001,014,425,2,,,,,,5
14,039,0001,140390002841,2,14-039-0001-00,00092,74,01,14039000284102,02,1,3,18,11,2018,1001,014,215,2,,,,,,5
14,039,0001,140390002848,2,14-039-0001-00,00093,70,01,14039000284801,01,1,1,20,08,2018,0102,014,330,2,,,,,,5
14,039,0001,140390002937,2,14-039-0001-00,00094,69,01,14039000293701,01,1,3,27,01,2020,0102,014,221,1,,,,,,5
14,039,0001,140390002968,2,14-039-0001-00,00095,71,01,14039000296801,01,1,1,34,10,2019,0102,014,221,1,,,,,,5
14,039,0001,140390002968,2,14-039-0001-00,00095,71,01,14039000296802,02,1,1,32,10,2019,0102,014,221,1,,,,,,5
14,039,0001,140390002975,2,14-039-0001-00,00095,71,01,14039000297501,01,1,1,21,07,2018,0102,014,221,1,,,,,,5
14,039,0001,140390002982,2,14-039-0001-00,00095,71,01,14039000298201,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390002991,2,14-039-0001-00,00096,71,01,14039000299101,01,1,3,60,01,2020,0301,014,221,1,,,,,,5
14,039,0001,140390002993,2,14-039-0001-00,00096,71,01,14039000299301,01,1,1,19,06,2019,0501,014,213,2,,,,,,5
14,039,0001,140390003001,2,14-039-0001-00,00096,71,01,14039000300101,01,1,3,35,07,2017,0402,014,221,1,,,,,,5
14,039,0001,140390003004,2,14-039-0001-00,00096,71,01,14039000300401,01,1,3,26,08,2017,0501,014,501,3,07,2018,0502,1,02,5
14,039,0001,140390003065,2,14-039-0001-00,00099,74,02,14039000306501,01,1,1,39,12,2018,0101,014,221,1,,,,,,5
14,039,0001,140390003087,2,14-039-0001-00,00100,69,01,14039000308701,01,1,1,35,08,2018,0102,014,213,3,08,2019,0301,1,01,5
14,039,0001,140390003103,2,14-039-0001-00,00100,69,01,14039000310301,01,1,1,38,11,2019,0102,014,221,1,,,,,,5
14,039,0001,140390003116,2,14-039-0001-00,00101,75,02,14039000311601,01,1,3,30,04,2018,0401,014,425,2,,,,,,5
14,039,0001,140390003132,2,14-039-0001-00,00102,74,02,14039000313201,01,1,1,28,06,2019,0409,014,100,2,,,,,,5
14,039,0001,140390003137,2,14-039-0001-00,00102,74,02,14039000313701,01,1,1,27,10,2018,0101,014,221,1,,,,,,5
14,039,0001,140390003138,2,14-039-0001-00,00102,74,02,14039000313801,01,1,1,43,04,2015,0101,014,221,3,12,2015,0301,1,01,5
14,039,0001,140390003140,2,14-039-0001-00,00102,74,02,14039000314001,01,1,1,24,07,2015,0401,014,221,1,,,,,,5
14,039,0001,140390003298,2,14-039-0001-00,00108,69,04,14039000329801,01,1,1,35,03,2015,0101,014,221,1,,,,,,5
14,039,0001,140390003509,2,14-039-0001-00,00116,69,04,14039000350901,01,1,1,27,10,2019,0101,014,221,1,,,,,,5
14,039,0001,140390003582,2,14-039-0001-00,00118,70,01,14039000358201,01,1,3,36,11,2019,0401,014,221,1,,,,,,5
14,039,0001,140390003585,2,14-039-0001-00,00118,70,01,14039000358501,01,1,1,25,08,2015,0101,014,221,1,,,,,,5
14,039,0001,140390003630,2,14-039-0001-00,00118,70,03,14039000363001,01,1,1,15,03,2015,0101,014,221,1,,,,,,5
14,039,0001,140390003687,2,14-039-0001-00,00119,71,02,14039000368701,01,1,1,26,04,2018,9999,014,445,2,,,,,,5
14,039,0001,140390003834,2,14-039-0001-00,00126,69,01,14039000383401,01,1,1,23,01,2018,0101,014,213,2,,,,,,5
14,039,0001,140390003834,2,14-039-0001-00,00126,69,01,14039000383402,02,1,1,22,01,2018,0101,014,213,2,,,,,,5
14,039,0001,140390003980,2,14-039-0001-00,00132,69,01,14039000398001,01,1,1,40,10,2015,0102,014,221,3,12,2015,0301,1,01,5
14,039,0001,140390003981,2,14-039-0001-00,00132,69,01,14039000398101,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390004084,2,14-039-0001-00,00134,71,04,14039000408401,01,1,1,15,03,2015,0301,014,221,1,,,,,,5
14,039,0001,140390004113,2,14-039-0001-00,00134,71,04,14039000411301,01,1,1,30,08,2015,0409,014,221,3,02,2017,0209,3,,5
14,039,0001,140390004303,2,14-039-0001-00,00136,70,01,14039000430301,01,1,1,17,07,2017,0601,014,400,2,,,,,,5
14,039,0001,140390004328,2,14-039-0001-00,00137,69,04,14039000432801,01,1,1,28,02,2017,0101,014,213,2,,,,,,5
14,039,0001,140390004344,2,14-039-0001-00,00138,71,02,14039000434401,01,1,3,25,08,2019,0101,014,214,2,,,,,,5
14,039,0001,140390004393,2,14-039-0001-00,00141,74,01,14039000439301,01,1,3,35,06,2016,0501,014,213,2,,,,,,5
14,039,0001,140390004397,2,14-039-0001-00,00141,74,01,14039000439701,01,1,3,25,07,2016,0102,014,419,2,,,,,,5
14,039,0001,140390004403,2,14-039-0001-00,00141,74,02,14039000440301,01,1,3,31,10,2018,0101,014,217,2,,,,,,5
14,039,0001,140390004564,2,14-039-0001-00,00148,87,01,14039000456401,01,1,3,24,12,2016,0101,014,213,2,,,,,,5
14,039,0001,140390004586,2,14-039-0001-00,00149,69,04,14039000458601,01,1,1,32,10,2019,0101,014,221,3,02,2020,0301,3,,5
14,039,0001,140390004691,2,14-039-0001-00,00151,69,04,14039000469101,01,1,1,46,05,2016,0101,014,221,3,09,2018,0301,1,04,5
14,039,0001,140390004718,2,14-039-0001-00,00151,69,04,14039000471801,01,1,3,24,01,2016,0102,014,221,3,11,2017,0102,1,99,5
14,039,0001,140390004798,2,14-039-0001-00,00154,82,04,14039000479801,01,1,1,39,08,2015,0501,014,402,3,12,2017,0502,1,99,5
14,039,0001,140390004858,2,14-039-0001-00,00157,69,01,14039000485801,01,1,1,23,06,2019,0101,014,221,3,12,2019,0301,1,04,5
14,039,0001,140390004868,2,14-039-0001-00,00157,69,01,14039000486801,01,1,1,24,09,2018,0102,014,315,2,,,,,,5
14,039,0001,140390004891,2,14-039-0001-00,00158,73,01,14039000489101,01,1,3,30,12,2018,0401,014,221,1,,,,,,5
14,039,0001,140390004966,2,14-039-0001-00,00159,69,04,14039000496601,01,1,3,32,12,2019,0401,014,204,2,,,,,,5
14,039,0001,140390004968,2,14-039-0001-00,00159,69,04,14039000496801,01,1,1,39,12,2017,0101,014,213,2,,,,,,5
14,039,0001,140390004976,2,14-039-0001-00,00160,69,01,14039000497601,01,1,1,22,01,2019,0101,014,221,1,,,,,,5
14,039,0001,140390004982,2,14-039-0001-00,00160,69,01,14039000498201,01,1,1,28,01,2017,0101,014,221,3,01,2019,0301,1,01,5
14,039,0001,140390004992,2,14-039-0001-00,00160,69,01,14039000499201,01,1,3,20,01,2019,0501,014,402,3,01,2020,0501,1,02,5
14,039,0001,140390005059,2,14-039-0001-00,00162,72,01,14039000505901,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
14,039,0001,140390005073,2,14-039-0001-00,00163,68,01,14039000507301,01,1,1,24,07,2019,0102,014,213,3,09,2019,0301,1,02,5
14,039,0001,140390005130,2,14-039-0001-00,00164,69,01,14039000513001,01,1,3,31,02,2020,0301,014,221,1,,,,,,5
14,039,0001,140390005173,2,14-039-0001-00,00166,69,01,14039000517301,01,1,3,45,06,2016,0101,014,221,1,,,,,,5
14,039,0001,140390005205,2,14-039-0001-00,00168,72,01,14039000520501,01,1,1,56,07,2019,0101,014,221,1,,,,,,5
14,039,0001,140390005215,2,14-039-0001-00,00168,72,02,14039000521501,01,1,1,20,03,2019,0101,014,213,2,,,,,,5
14,039,0001,140390005293,2,14-039-0001-00,00172,69,01,14039000529301,01,1,3,31,03,2016,0601,014,221,1,,,,,,5
14,039,0001,140390005351,2,14-039-0001-00,00174,71,01,14039000535101,01,1,1,24,06,2019,0301,014,415,2,,,,,,5
14,039,0001,140390005358,2,14-039-0001-00,00174,71,01,14039000535801,01,1,3,25,01,2018,0102,014,221,1,,,,,,5
14,039,0001,140390005371,2,14-039-0001-00,00174,71,01,14039000537101,01,1,1,33,01,2018,0102,014,400,2,,,,,,5
14,039,0001,140390005418,2,14-039-0001-00,00175,71,02,14039000541801,01,1,3,25,12,2018,0301,014,221,1,,,,,,5
14,039,0001,140390005442,2,14-039-0001-00,00176,73,01,14039000544201,01,1,3,37,05,2016,0105,014,221,3,12,2016,9999,1,04,5
14,039,0001,140390005458,2,14-039-0001-00,00177,71,01,14039000545801,02,1,1,27,04,2018,0102,014,221,1,,,,,,5
14,039,0001,140390005458,2,14-039-0001-00,00177,71,01,14039000545802,01,1,3,25,04,2018,0301,014,221,1,,,,,,5
14,039,0001,140390005462,2,14-039-0001-00,00177,71,01,14039000546201,01,1,1,30,07,2019,0401,014,415,2,,,,,,5
14,039,0001,140390005463,2,14-039-0001-00,00177,71,01,14039000546301,01,1,3,29,04,2019,0301,014,221,1,,,,,,5
14,039,0001,140390005475,2,14-039-0001-00,00177,71,01,14039000547501,01,1,3,34,07,2018,0301,014,415,2,,,,,,5
14,040,0000,140400000075,2,14-040-0000-04,00012,3,02,14040000007501,01,1,1,25,02,2019,0101,014,221,1,,,,,,2
14,040,0000,140400000079,2,14-040-0000-04,00013,2,01,14040000007901,01,1,1,32,01,2020,0101,014,221,1,,,,,,2
14,040,0000,140400000098,2,14-040-0000-04,00016,3,01,14040000009801,01,1,1,44,12,2019,0101,014,221,1,,,,,,2
14,040,0000,140400000230,2,14-040-0000-04,00032,3,01,14040000023001,02,1,1,20,03,2020,0101,014,221,1,,,,,,2
14,040,0000,140400000230,2,14-040-0000-04,00032,3,01,14040000023002,01,1,1,20,03,2020,0101,014,221,1,,,,,,2
14,040,0000,140400000251,2,14-040-0000-04,00035,3,01,14040000025101,01,1,1,17,03,2018,0101,014,221,1,,,,,,2
14,040,0000,140400000278,2,14-040-0000-04,00041,2,01,14040000027801,01,1,1,32,03,2018,0101,014,221,1,,,,,,2
14,040,0000,140400000280,2,14-040-0000-04,00041,2,01,14040000028001,01,1,3,15,11,2018,0401,014,221,1,,,,,,2
14,040,0000,140400000301,2,14-040-0000-04,00043,3,01,14040000030101,01,1,3,47,01,2019,0301,014,221,1,,,,,,2
14,040,0000,140400000328,2,14-040-0000-04,00049,1,01,14040000032801,01,1,1,30,12,2015,0101,014,221,1,,,,,,2
14,040,0000,140400000399,2,14-040-0000-04,00057,3,01,14040000039901,04,1,1,7,12,2018,0501,014,221,1,,,,,,2
14,040,0000,140400000492,2,14-040-0000-03,00007,2,01,14040000049201,01,1,3,55,09,2015,9999,014,221,3,11,2015,0301,1,02,1
14,040,0000,140400000501,2,14-040-0000-03,00008,3,01,14040000050101,01,1,1,23,06,2019,0101,014,221,3,02,2020,0301,3,,1
14,040,0000,140400000519,2,14-040-0000-03,00008,3,01,14040000051901,01,1,1,32,04,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000565,2,14-040-0000-03,00008,3,01,14040000056501,01,1,1,24,09,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000607,2,14-040-0000-03,00008,3,01,14040000060701,01,1,1,34,03,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000677,2,14-040-0000-03,00013,2,01,14040000067701,01,1,1,22,11,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000693,2,14-040-0000-03,00013,2,01,14040000069301,01,1,1,17,03,2015,0101,014,221,1,,,,,,1
14,040,0000,140400000732,2,14-040-0000-03,00015,2,01,14040000073201,01,1,1,19,03,2020,0101,014,221,1,,,,,,1
14,040,0000,140400000734,2,14-040-0000-03,00015,2,01,14040000073401,01,1,1,22,02,2020,0101,014,221,1,,,,,,1
14,040,0000,140400000741,2,14-040-0000-03,00015,2,01,14040000074101,01,1,1,18,05,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000743,2,14-040-0000-03,00016,2,02,14040000074301,01,1,1,66,02,2019,0102,014,221,1,,,,,,1
14,040,0000,140400000743,2,14-040-0000-03,00016,2,02,14040000074302,02,1,3,48,02,2019,0102,014,221,1,,,,,,1
14,040,0000,140400000744,2,14-040-0000-03,00016,2,02,14040000074401,01,1,1,29,02,2019,0102,014,221,1,,,,,,1
14,040,0000,140400000744,2,14-040-0000-03,00016,2,02,14040000074402,02,1,3,26,07,2018,0301,014,221,3,12,2018,0301,1,99,1
14,040,0000,140400000749,2,14-040-0000-03,00016,2,01,14040000074901,01,1,1,20,12,2019,0102,014,221,1,,,,,,1
14,040,0000,140400000758,2,14-040-0000-03,00016,2,01,14040000075801,01,1,1,28,01,2020,0102,014,221,1,,,,,,1
14,040,0000,140400000768,2,14-040-0000-03,00016,2,01,14040000076801,01,1,1,33,09,2019,0102,014,221,1,,,,,,1
14,040,0000,140400000789,2,14-040-0000-03,00017,3,01,14040000078901,01,1,1,34,04,2015,0101,014,221,3,08,2017,0301,1,01,1
14,040,0000,140400000798,2,14-040-0000-03,00017,3,01,14040000079801,02,1,1,19,02,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000838,2,14-040-0000-03,00017,3,01,14040000083801,01,1,1,21,06,2019,0101,014,221,1,,,,,,1
14,040,0000,140400000838,2,14-040-0000-03,00017,3,01,14040000083802,02,1,1,23,06,2019,0101,014,221,1,,,,,,1
14,041,0000,140410000011,2,14-041-0000-04,00002,2,02,14041000001101,01,1,1,26,02,2017,0101,014,221,1,,,,,,2
14,041,0000,140410000016,2,14-041-0000-04,00002,2,01,14041000001601,01,1,3,27,08,2015,0301,014,221,1,,,,,,2
14,041,0000,140410000018,2,14-041-0000-04,00002,2,01,14041000001801,01,1,1,22,99,9999,9999,999,999,9,,,,,,2
14,041,0000,140410000026,2,14-041-0000-04,00002,2,02,14041000002601,01,1,3,27,09,2019,0401,014,221,1,,,,,,2
14,041,0000,140410000044,2,14-041-0000-04,00003,2,01,14041000004401,01,1,3,17,10,2016,0101,014,221,1,,,,,,2
14,041,0000,140410000054,2,14-041-0000-04,00004,2,01,14041000005401,01,1,1,37,08,2019,0101,014,221,1,,,,,,2
